mean_SCL,nsSCR,TVSymp,LF,valence,arousal,class
5.617701879,0,0.025559614,0.00023919,6.523593454,4.989778215,0
5.607537964,0,0.025710806,0.00023919,6.520468069,5.027285999,0
5.597439163,0,0.025588796,0.00023919,6.516684351,5.0637086,0
5.587381139,0,0.025109573,0.00023919,6.51455266,5.092281707,0
5.577341762,0,0.025237855,0.00023919,6.517806479,5.110238483,0
5.567311335,0,0.025042531,0.00023919,6.522394059,5.13528004,0
5.55729359,0,0.025080218,0.00023919,6.528097653,5.156512992,0
5.547304692,0,0.024706977,0.00023919,6.533062362,5.166213703,0
5.537361442,0,0.024571807,0.00023919,6.545810628,5.218593357,0
5.527468797,0,0.024577303,0.00023919,6.561745818,5.277343835,0
5.517618672,0,0.024380861,0.00023919,6.577806497,5.335256306,0
5.507790753,0,0.024234209,0.00023919,4.844946431,4.856176538,0
5.497962339,0,0.023994514,0.00023919,4.830255922,4.845026116,0
5.488118725,0,0.024005555,0.00023919,4.830254355,4.843147658,0
5.478254211,0,0.023917651,0.00023919,4.830254395,4.840973944,0
5.468372115,0,0.023279898,0.00023919,4.830254395,4.838695292,0
5.458484944,0,0.023299771,0.00023919,4.830254395,4.836280139,0
5.233458282,0,0.019780142,0.00023919,4.830254395,4.833865035,0
5.225329728,0,0.019530061,0.00023919,4.830254395,4.831343421,0
5.217214532,0,0.019190028,0.00023919,4.830254395,4.830254685,0
5.209065339,0,0.019002657,0.00023919,4.830254392,4.830254391,0
5.200860001,0,0.019181877,0.00023919,4.830254478,4.830254243,0
5.192603919,0,0.019215832,0.00023919,4.830252725,4.830257471,0
5.184328426,0,0.019039672,0.00023919,4.830383159,4.830017792,0
5.176071623,0,0.018607885,0.00023919,4.830383193,4.830017729,0
5.167858118,0,0.018421234,0.00023919,4.830383202,4.830017712,0
5.159697067,0,0.018531437,0.00023919,4.830383202,4.830017712,0
5.151582772,0,0.018647575,0.00023919,4.830383202,4.830017712,0
5.143501851,0,0.018264424,0.00023919,4.830383202,4.830017712,0
5.13544082,0,0.018007804,0.00023919,4.830383202,4.830017712,0
5.127386818,0,0.018465982,0.00023919,4.830383202,4.830017712,0
5.119327854,0,0.018551701,0.00023919,4.830383202,4.830017714,0
5.111255619,0,0.018202823,0.00023919,4.83038324,4.830017681,0
5.103168469,0,0.017748393,0.00023919,4.830381684,4.830017918,0
5.095071715,0,0.018014175,0.00023919,4.832868741,4.829011967,0
5.086977252,0,0.018033445,0.00023919,4.777582523,3.830610763,0
5.078899185,0,0.017799009,0.00023919,4.776089558,3.776085216,0
5.070849202,0,0.018116542,0.00023919,4.774070901,3.737476752,0
5.062836128,0,0.018005704,0.00023919,4.771553589,3.730976053,0
5.054868656,0,0.017768963,0.00023919,4.769421974,3.729112438,0
5.046987932,0,0.017956598,0.00023919,4.767274562,3.722961921,0
4.950866457,2,0.034186214,0.00023919,4.765060652,3.715209733,0
4.947128999,2,0.031076803,0.00023919,4.762846798,3.705886236,0
4.942762903,0.6,0.026051829,0.00023919,4.760891881,3.696262058,0
4.937587743,0.2,0.021065475,0.00023919,4.759361931,3.686923539,0
4.931566685,0,0.017700408,0.00023919,4.759804789,3.677433347,0
4.924816111,0,0.015937817,0.00023919,4.76398224,3.667003475,0
4.917595934,0,0.015287005,0.00023919,4.768934312,3.656215984,0
4.910194138,0,0.015510867,0.00023919,4.774427488,3.645428432,0
4.90280484,0,0.015305643,0.00023919,4.780143391,3.634691077,0
4.89551645,0,0.014582427,0.00023919,4.786069175,3.624292296,0
4.888316607,0,0.014024131,0.00023919,4.792643507,3.614288528,0
4.881151072,0,0.013667622,0.00023919,4.798316142,3.605403655,0
4.873985913,0,0.013918874,0.00023919,4.796680995,3.604571608,0
4.866813546,0,0.013857096,0.00023919,4.791136788,3.612495168,0
4.859651455,0,0.013549685,0.00023919,4.787734574,3.625671848,0
4.852526927,0,0.013051055,0.00023919,4.785455757,3.630602905,0
4.845460929,0,0.013369744,0.00023919,4.787612772,3.615454102,0
4.838466543,0,0.012881705,0.00023919,4.788451496,3.602655803,0
4.831549339,0,0.012812677,0.00023919,4.789659118,3.588255516,0
4.824711821,0,0.01250752,0.00023919,4.791117582,3.572985829,0
4.817958123,0,0.012358136,0.00023919,4.792659428,3.556362656,0
4.811294466,0,0.012689958,0.00023919,4.794267129,3.538901358,0
4.804728811,0,0.012249745,0.00023919,4.79603506,3.52090865,0
4.798266741,0,0.011972464,0.00023919,4.797779949,3.502702039,0
4.791907119,0,0.012108133,0.00023919,4.799591329,3.484286887,0
4.785641659,0,0.012054941,0.00023919,4.801370269,3.465940218,0
4.779455171,0,0.011799218,0.00023919,4.803112321,3.44777837,0
4.773328415,0,0.011967864,0.00023919,4.804682018,3.429423466,0
4.767241125,0,0.0119703,0.00023919,4.806239922,3.411042635,0
4.761172299,0,0.011621949,0.00023919,4.807689047,3.392481275,0
4.755100727,0,0.011336901,0.00023919,4.809111362,3.373884795,0
4.749011315,0,0.01181484,0.00023919,4.810520189,3.355288298,0
4.742901755,0,0.0129542,0.00023919,4.811929014,3.336641584,0
4.736783169,0,0.01322982,0.00023919,4.813337844,3.317656943,0
4.632409838,0.6,0.031555279,0.00023919,4.830158726,4.844267249,0
4.628277344,0.6,0.031131506,0.00023919,4.830254434,4.855779331,0
4.623957439,0.6,0.029520438,0.00023919,4.830254395,4.855779942,0
4.619407679,0.6,0.02810268,0.00023919,4.830254395,4.855779872,0
4.614567932,0.6,0.026715886,0.00023919,4.830254395,4.855779874,0
4.609371155,0.6,0.024980073,0.00023919,4.830254395,4.855779876,0
4.603754783,0.6,0.023917892,0.00023919,4.830254395,4.855779012,0
4.597661837,0.6,0.021686692,0.00023919,4.830254395,4.855738615,0
4.591043059,0.2,0.018904026,0.00023919,4.830254395,4.855698369,0
4.583882365,0.2,0.017124462,0.00023919,4.830254395,4.855614498,0
4.576223732,0,0.016824488,0.00023919,4.830254395,4.854599287,0
4.568173807,0,0.014778294,0.00023919,4.830254395,4.853391716,0
4.559897077,0,0.013268251,0.00023919,4.830254395,4.852184152,0
4.551558246,0,0.012323355,0.00023919,4.830254395,4.85097659,0
4.543261381,0,0.011778952,0.00023919,4.830254395,4.849760321,0
4.535044003,0,0.011881901,0.00023919,4.830254395,4.848352014,0
4.526880585,0,0.011809026,0.00023919,4.830254395,4.846753341,0
4.518724233,0,0.010933671,0.00023919,4.830254394,4.845062753,0
4.510550707,0,0.010559237,0.00023919,4.830254419,4.843372018,0
4.502362698,0,0.009953496,0.00023919,4.830254711,4.841519933,0
4.494189127,0,0.009455044,0.00023919,4.844351217,4.817322911,0
4.486076824,0,0.009524739,0.00023919,4.848454235,4.831300971,0
4.478081743,0,0.009441366,0.00023919,4.840563903,4.834005301,0
4.470268101,0,0.0097053,0.00023919,4.837339274,4.845428573,0
4.368972278,17.4,0.214823389,0.00023919,5.386034142,4.909712815,0
4.393991411,18.2,0.247160666,0.00023919,5.386035569,4.91353496,0
4.445641739,18.2,0.278509278,0.00023919,5.386035541,4.917358976,0
4.523927313,21.8,0.320815587,0.00023919,5.386035541,4.921182996,0
4.623993137,25,0.366955317,0.00023919,5.386035541,4.924709216,0
4.739850809,26.2,0.40845445,0.00023919,5.386035541,4.928048622,0
4.868313572,26.2,0.443050593,0.00023919,5.386035541,4.931268703,0
5.009378299,26.6,0.46084241,0.00023919,5.38603554,4.934484636,0
5.166013673,27.6,0.4961033,0.00023919,5.38603561,4.937153071,0
5.341635074,27.6,0.545022044,0.00023919,5.385042012,4.939584993,0
5.537437542,29.6,0.58221174,0.00023919,5.343445519,4.936605939,0
5.752136883,30,0.619459949,0.00023919,5.28504877,4.930406885,0
5.982136862,33.2,0.645984649,0.00023919,5.225837939,4.925248028,0
6.223522239,36,0.669834008,0.00023919,5.166627072,4.920986444,0
6.474163846,36.8,0.725518403,0.00023919,5.107416203,4.917433292,0
6.733922922,36.8,0.785462371,0.00023919,5.048205335,4.914092431,0
7.004557442,38.2,0.816321215,0.00023919,4.988994469,4.911204456,0
7.288605375,40.6,0.831012041,0.00023919,4.929783541,4.908364708,0
7.588205184,41,0.894400399,0.00023919,4.870572824,4.90522218,0
7.904981329,42,1.018916258,0.00023919,4.830216243,4.90091314,0
8.240025331,42,1.146160011,0.00023919,4.830254779,4.903537832,0
8.593670066,40.2,1.253897003,0.00023919,4.830254392,4.906888511,0
8.965251382,36.2,1.427046526,0.00023919,4.830254395,4.910389641,0
9.353084952,38,1.648953439,0.00023919,4.83025439,4.9138529,0
9.754488926,42,1.836590243,0.00023919,4.83025427,4.914866373,0
10.16605394,45.2,1.953015656,0.00023919,4.839065954,4.915196795,0
10.58392829,49.2,2.022968553,0.00023919,4.905191797,4.922187563,0
11.00384563,48.2,2.065032631,0.00023919,4.981831811,4.931480637,0
11.42116437,45,2.08174787,0.00023919,5.058471839,4.941317289,0
11.83133727,44,2.076881097,0.00023919,5.135111876,4.95146105,0
12.23040744,44,2.069242194,0.00023919,5.211751912,4.961955592,0
12.61505654,43.8,2.090318881,0.00023919,5.288391943,4.972770527,0
12.98262964,46.4,2.104532983,0.00023919,5.3650166,4.98396955,0
13.33143247,49.4,2.087084247,0.00023919,5.441495723,4.995321531,0
13.6610452,48.2,2.066576121,0.00023919,5.5179649,5.00806644,0
13.972353,47.6,2.048959873,0.00023919,5.594403669,5.023241993,0
14.26744464,44.6,2.032329837,0.00023919,5.670842041,5.037182462,0
14.54840471,40.8,2.016518311,0.00023919,5.748170659,5.050040747,0
14.81603789,38.8,1.963422796,0.00023919,5.832302901,5.059952985,0
15.06974509,39,1.897197367,0.00023919,5.922018781,5.070103505,0
15.30762558,38,1.851685678,0.00023919,6.018101184,5.079351195,0
15.52769417,36.8,1.824283151,0.00023919,6.113338217,5.088439561,0
15.72916685,36.6,1.76848326,0.00023919,6.208494228,5.097351237,0
15.91258557,34.6,1.661433709,0.00023919,6.303650217,5.106005456,0
16.07968073,30.6,1.548984643,0.00023919,6.398806926,5.114568843,0
16.23173203,28.4,1.46726945,0.00023919,6.493952015,5.123027499,0
16.36783723,28.4,1.374707325,0.00023919,4.829744028,4.838868845,0
16.48474402,27.8,1.264126527,0.00023919,4.829855571,4.834771764,0
16.57709202,27.8,1.165533918,0.00023919,4.829852217,4.834133318,0
16.64029644,27.8,1.082686609,0.00023919,4.830254472,4.830418692,0
16.67359395,27.6,1.01170918,0.00023919,4.830254389,4.830254392,0
16.68033834,25.4,0.962562276,0.00023919,4.830254395,4.830254387,0
16.66776047,25.2,0.919683521,0.00023919,4.830254395,4.830254395,0
16.64410665,25.6,0.903496877,0.00023919,4.830254395,4.830254395,0
16.61561621,27,0.924064081,0.00023919,4.830254395,4.830254395,0
16.01066909,21,0.714245071,0.00023919,4.830254395,4.830254395,0
15.96242817,17.8,0.637581995,0.00023919,4.830254395,4.830254395,0
15.90926999,13.8,0.553110637,0.00023919,4.830254395,4.830254395,0
15.85025108,10.4,0.487357523,0.00023919,4.830254395,4.830254395,0
15.78565146,14.2,0.450650531,0.00023919,4.830254395,4.830254395,0
15.71690863,17.8,0.429024894,0.00023919,4.830254395,4.830254395,0
15.64583084,20.2,0.415999683,0.00023919,4.830254395,4.830254395,0
15.57376616,17.2,0.393368747,0.00023919,4.830254395,4.830254395,0
15.5015218,16.8,0.362019132,0.00023919,4.830254395,4.830254395,0
15.42938423,16.8,0.341407399,0.00023919,4.830254395,4.830254395,0
15.35735918,16.8,0.324260205,0.00023919,4.830254395,4.830254395,0
15.28542497,16,0.303296768,0.00023919,4.830254395,4.830254397,0
15.21355721,16,0.285966189,0.00023919,4.830254395,4.830254473,0
15.14172613,16,0.267871173,0.00023919,4.830254395,4.830248757,0
15.06986548,13.4,0.251038207,0.00023919,4.830254395,4.830437404,0
14.99783967,12.8,0.23938435,0.00023919,5.248620698,3.94296188,0
14.92544058,12.8,0.235991748,0.00023919,5.318216555,3.8752175,0
14.85239663,12.8,0.235161441,0.00023919,5.387812471,3.807473184,0
14.77848115,12.6,0.232861388,0.00023919,5.457408387,3.739728866,0
14.70362677,12.6,0.235184369,0.00023919,5.527004281,3.671984564,4
14.62793657,12.6,0.246946302,0.00023919,5.596599487,3.604239942,4
14.55170201,13,0.265046236,0.00023919,5.670185381,3.53405211,4
14.47561717,12.8,0.296359647,0.00023919,5.745617002,3.458248202,4
14.40100496,12.6,0.346585257,0.00023919,5.821049467,3.382735998,4
13.08544201,9.6,0.343426732,0.00023919,5.896458106,3.306719066,4
13.0189688,5.6,0.283779154,0.00023919,5.972366139,3.271793263,4
12.94401841,2.6,0.227417485,0.00023919,6.048853442,3.264864204,4
12.8600231,2.6,0.166915319,0.00023919,6.120143882,3.260961722,4
12.76824071,0.6,0.110550639,0.00023919,6.185930286,3.243756501,4
12.67164213,0.6,0.070827317,0.00023919,6.254037101,3.219927272,4
12.57356857,0.6,0.049147853,0.00023919,6.322143772,3.196098024,4
12.47631346,0.4,0.037145665,0.00023919,6.390180597,3.17226877,4
12.38098479,0.4,0.029805825,0.00023919,6.458045607,3.148439458,4
12.28755703,0.4,0.025412653,0.00023919,6.525541991,3.124754311,4
12.19549002,0.2,0.022924511,0.00023919,6.559703699,3.108602957,4
12.10438267,0,0.022152662,0.00023919,6.579767931,3.09879005,4
12.01403644,0,0.021585501,0.00023919,6.5938621,3.099759971,4
11.92444592,0,0.02130978,0.00023919,6.601340806,3.102772097,4
11.835687,0,0.021045108,0.00023919,4.830318477,4.834586659,0
11.74779881,0,0.021215666,0.00023919,4.830282493,4.834343262,0
11.66077217,0,0.021068988,0.00023919,4.83025439,4.832278365,0
11.57455276,0,0.02113735,0.00023919,4.830254395,4.830255229,0
11.48907826,0,0.020269021,0.00023919,4.830254395,4.830254388,0
11.40431757,0,0.019234311,0.00023919,4.830254395,4.830254394,0
11.32027461,0,0.018607031,0.00023919,4.830254395,4.830254395,0
11.23698639,0,0.018083143,0.00023919,4.830254395,4.830254395,0
11.15449937,0,0.017902374,0.00023919,4.830254395,4.830254395,0
11.07284463,0,0.017539317,0.00023919,4.830254395,4.830254395,0
10.99203545,0,0.016941584,0.00023919,4.830254395,4.830254395,0
10.91206848,0,0.015490778,0.00023919,4.830254395,4.830254395,0
10.83293822,0,0.0145953,0.00023919,4.830254395,4.830254395,0
10.75465226,0,0.014002141,0.00023919,4.830254395,4.830254395,0
10.67723276,0,0.013736469,0.00023919,4.830254395,4.830254395,0
10.60071515,0,0.01405708,0.00023919,4.830254395,4.830254395,0
10.52513219,0,0.014007776,0.00023919,4.830254395,4.830254395,0
10.45049727,0,0.013640082,0.00023919,4.830254395,4.830254395,0
10.37680272,0,0.013051689,0.00023919,4.830254395,4.830254395,0
10.30402155,0,0.013273915,0.00023919,4.830254395,4.830254395,0
10.23212726,0,0.013228363,0.00023919,4.830254395,4.830254395,0
10.16111487,0,0.013483543,0.00023919,4.830254395,4.830254395,0
10.09100297,0,0.013114047,0.00023919,4.830254395,4.830254395,0
10.02183209,0,0.012442128,0.00023919,4.830254395,4.830254392,0
9.953645346,0,0.012191781,0.00023919,5.153008339,5.599173392,0
9.88646801,0,0.012441772,0.00023919,5.213104583,5.675689965,0
8.685198158,6.2,0.122029862,0.00023919,5.273200996,5.75385173,0
8.661324142,6.2,0.124909504,0.00023919,5.333297308,5.832021531,0
8.638254771,6.2,0.127262566,0.00023919,5.394554176,5.898979875,0
8.615722029,6.2,0.128612238,0.00023919,5.45901325,5.936963294,0
8.593552508,6.2,0.129197786,0.00023919,5.526869726,5.969614049,1
8.571666715,6.2,0.129367387,0.00023919,5.594602652,5.998426597,1
8.550070787,6.2,0.128927437,0.00023919,5.665262184,6.0171249,1
8.528847756,6.2,0.128437825,0.00023919,5.740968239,6.008900313,1
8.508156692,6.2,0.127808412,0.00023919,5.81507542,5.972019992,1
8.488211068,6.2,0.125596011,0.00023919,5.870073588,5.929466139,1
8.469020798,5.6,0.121107683,0.00023919,5.889614661,5.8809823,1
8.450119774,5.6,0.115444515,0.00023919,5.906593626,5.84003189,1
8.430539421,5.6,0.11101536,0.00023919,5.926040174,5.80627003,1
8.408858984,5.6,0.105692585,0.00023919,5.944156814,5.786526095,1
8.383804985,5.2,0.093034153,0.00023919,5.965011717,5.771074821,1
8.354884382,1.8,0.075338362,0.00023919,5.973521698,5.756264282,1
8.322446026,1.6,0.059814847,0.00023919,5.980829482,5.741197843,1
8.287628153,1.6,0.052151966,0.00023919,5.987397551,5.738835306,1
8.251732392,1.6,0.050325689,0.00023919,5.995344765,5.736039547,1
8.215562596,1.6,0.050188659,0.00023919,6.003013931,5.728785657,1
8.179360657,1.4,0.051799389,0.00023919,5.98658905,5.701715692,1
8.142860094,0.2,0.049798361,0.00023919,5.944143225,5.643980236,1
8.105924852,0,0.053796719,0.00023919,5.887083094,5.573252358,1
8.069224,0,0.067214787,0.00023919,5.82698685,5.49741718,0
7.985620245,10,0.187039037,0.00023919,5.766890434,5.421582189,0
7.988335396,6.4,0.173974071,0.00023919,5.70679402,5.345747194,0
7.985596628,6.6,0.155642935,0.00023919,5.646697493,5.269911989,0
7.976604417,6.4,0.136056822,0.00023919,5.585393151,5.195665469,0
7.961899017,6,0.122100805,0.00023919,5.523445204,5.122245685,0
7.943280417,6,0.112834353,0.00023919,5.461497485,5.048825702,0
7.922854253,6,0.106151794,0.00023919,5.396070729,4.985367116,0
7.902024085,6,0.102888469,0.00023919,5.325681807,4.94881922,0
7.881393575,5.2,0.096431875,0.00023919,5.288581699,4.950310504,0
7.860807672,3.8,0.088505843,0.00023919,5.30488857,4.975527175,0
7.83984354,3.4,0.084456637,0.00023919,5.359127276,5.018312018,0
7.818329082,3.2,0.083861447,0.00023919,5.401089098,5.056845578,0
7.796393277,3.2,0.081919241,0.00023919,5.432862641,5.090597072,0
7.774444715,3.2,0.081514981,0.00023919,5.464579316,5.122439501,0
7.752915687,3.2,0.084422532,0.00023919,5.496081471,5.121108729,0
7.731991907,3.2,0.086799767,0.00023919,5.523912798,5.121912793,0
7.711586274,3.2,0.087416293,0.00023919,5.539933826,5.115717105,0
7.691356846,3.2,0.086719961,0.00023919,5.556034738,5.107062791,0
7.670921148,3.2,0.085440423,0.00023919,5.572135583,5.098408599,0
7.650082532,3.2,0.085341171,0.00023919,5.58823643,5.089710966,0
7.62885214,3.2,0.08268119,0.00023919,5.60445981,5.082091087,0
7.607435253,1.6,0.076770847,0.00023919,5.650589125,5.080303398,0
7.586068475,0.6,0.071359352,0.00023919,5.703246619,5.081956721,0
7.564847771,1.2,0.068477351,0.00023919,5.755597212,5.08495611,0
7.543711768,1.4,0.0661194,0.00023919,4.828654795,4.873269514,0
7.522463707,1.4,0.064561651,0.00023919,4.828668266,4.871950872,0
7.501033002,1,0.06264709,0.00023919,4.828668466,4.871950754,0
7.47975152,1,0.065794247,0.00023919,4.828668461,4.871950762,0
7.459380394,1.2,0.07972796,0.00023919,4.828668462,4.871950758,0
7.441069175,5,0.10021478,0.00023919,4.828668454,4.871950331,0
7.425868862,6,0.119723933,0.00023919,4.828668644,4.869654605,0
7.414217562,6,0.140172401,0.00023919,4.82864997,4.87000435,0
7.405890561,6.2,0.165611662,0.00023919,4.828649942,4.86995913,0
7.400115158,6,0.185416193,0.00023919,4.8287078,4.871845396,0
7.396939522,6,0.208799136,0.00023919,4.828707933,4.869197504,0
7.398678503,6,0.2496505,0.00023919,4.828707954,4.866540477,0
